"","Property_ID","Listing_Title","Listing_Type","Created","Scraped","Airbnb_PID","Airbnb_HID","HomeAway_PID","HomeAway_HID","winner","Permit","ETBL_ID","n_reserved","n_available","revenue","FREH","ML","LFRML","geometry","GH","Legal","n_diff"
"546","ab-31646461","*Cozy, Modern Studio* Middle of Downtown","Entire home/apt",2019-01-19,2019-03-11,31646461,222433393,NA,NA,24661286,FALSE,NA,32,120,1187,FALSE,TRUE,FALSE,c(611004.156886291, 5040481.79829709),FALSE,FALSE,101
"547","ab-31646481","The Bright Room - Downtown Mtl - R2","Private room",2019-01-23,2019-03-13,31646481,152249282,NA,NA,24661269,FALSE,NA,63,111,1542,FALSE,TRUE,FALSE,c(611534.28923986, 5040813.48455231),TRUE,FALSE,97
"548","ab-31646559","*One of a Kind Basement Apt* Middle of Downtown!","Entire home/apt",2019-02-23,2019-03-03,31646559,222433393,NA,NA,24661278,FALSE,NA,80,88,4250,FALSE,TRUE,TRUE,c(611019.37748144, 5040416.50007699),FALSE,TRUE,66
"549","ab-31646673","*Unique, Cozy Apartment* Middle of Downtown!","Entire home/apt",2019-01-26,2019-03-11,31646673,222433393,NA,NA,24661286,FALSE,NA,21,113,1125,FALSE,TRUE,FALSE,c(611017.455915081, 5040480.92234135),FALSE,FALSE,94
"550","ab-31646994","The Zen Room- Downtown Mtl- R5","Private room",2019-01-28,2019-03-06,31646994,152249282,NA,NA,24661273,FALSE,NA,18,94,462,FALSE,TRUE,FALSE,c(611421.33112425, 5040662.5602399),TRUE,FALSE,92
"551","ab-31651864","Private room in downtown","Private room",2019-02-26,2019-05-24,31651864,46488200,NA,NA,24661940,FALSE,NA,52,89,1045,FALSE,TRUE,FALSE,c(611242.497036145, 5041009.45089811),TRUE,FALSE,63
"552","ab-31668577","City Chalet #2: Central Plateau on 2 floors, patio","Entire home/apt",2019-02-25,2019-05-23,31668577,24290215,"7596903",NA,24661953,TRUE,500016906,29,71,5537,FALSE,TRUE,FALSE,c(611223.83392025, 5041709.2502429),FALSE,TRUE,64
"553","ab-31673128","Amazing new condo, 2 floors, Plateau-Mont-Royal!","Entire home/apt",2019-01-28,2019-05-21,31673128,78168791,NA,NA,24661902,FALSE,NA,73,94,4884,FALSE,TRUE,FALSE,c(610963.169730692, 5042709.26340332),FALSE,FALSE,92
"554","ab-31682707","SUPERHOST : Chambre Cosy au <3 du Plateau-Mt Royal","Private room",2019-01-28,2019-05-23,31682707,6149261,NA,NA,24661897,FALSE,NA,49,104,1390,FALSE,FALSE,FALSE,c(611351.646672799, 5042826.17318796),FALSE,TRUE,92
"555","ab-31693627","Résidence de Tourisme Cherrier","Entire home/apt",2019-01-28,2019-05-22,31693627,217970411,NA,NA,24663342,TRUE,500017040,32,104,4246,FALSE,FALSE,FALSE,c(611790.388778433, 5041612.63863118),FALSE,TRUE,92
"556","ab-31709912","Spacious loft in a convenient location","Entire home/apt",2019-02-25,2019-03-01,31709912,237836734,NA,NA,24663346,FALSE,NA,1,82,135,FALSE,FALSE,FALSE,c(611529.303839635, 5041313.48960607),FALSE,TRUE,64
"557","ab-31714467","Huge House Downtown!!","Entire home/apt",2019-04-22,2019-05-23,31714467,229505184,NA,NA,24661849,FALSE,NA,1,11,445,FALSE,TRUE,FALSE,c(612107.573238446, 5041743.88106261),FALSE,FALSE,8
"558","ab-31719819","Cozy room in the heart of trendy Plateau area","Private room",2019-01-27,2019-02-08,31719819,25728247,NA,NA,24661894,FALSE,NA,5,120,190,FALSE,FALSE,FALSE,c(611623.53567154, 5043197.00656167),FALSE,TRUE,93
"559","ab-31785433","FUNCTIONAL APARTMENT - PLATEAU/DE LORIMIER","Entire home/apt",2019-01-24,2019-05-24,31785433,231577563,NA,NA,24661811,FALSE,NA,74,119,4125,FALSE,TRUE,TRUE,c(611436.322810613, 5043511.14148602),FALSE,TRUE,96
"560","ab-31793421","The best of the bests apartment Mont-Royal","Entire home/apt",2019-02-04,2019-02-25,31793421,130657113,NA,NA,24661943,FALSE,NA,16,110,1200,FALSE,TRUE,FALSE,c(611192.00975858, 5040948.54446692),FALSE,FALSE,85
"561","ab-31794450","THE CLEANEST APARTMENT  MONTREAL DOWNTOWN","Entire home/apt",2019-02-04,2019-02-25,31794450,130657113,NA,NA,24661941,FALSE,NA,27,102,2025,FALSE,TRUE,TRUE,c(611261.104849039, 5041017.56020222),FALSE,TRUE,85
"562","ab-31830324","3 bedroom 2 bath accommodation near Rue Bernard","Entire home/apt",2019-02-04,2019-05-04,31830324,210786042,NA,NA,24661369,FALSE,NA,42,111,4250,FALSE,TRUE,FALSE,c(608811.935244168, 5042309.26541266),FALSE,FALSE,85
"563","ab-31832844","Cozy Condo: Montroyal/Downtown/Places des arts","Entire home/apt",2019-02-04,2019-05-23,31832844,238563078,NA,NA,24661273,FALSE,NA,86,120,3933,FALSE,FALSE,FALSE,c(611445.734697907, 5040696.33333409),FALSE,TRUE,85
"564","ab-31834927","Minimalist Private Room in Beautiful Plateau","Private room",2019-02-04,2019-05-23,31834927,83538486,NA,NA,24661961,FALSE,NA,85,88,1572,FALSE,TRUE,FALSE,c(610846.049320759, 5041336.9374206),TRUE,FALSE,85
"565","ab-31837735","Bright Clean 1BR Apt in Montreal Downtown5️⃣","Entire home/apt",2019-02-04,2019-05-23,31837735,164923431,NA,NA,24661281,FALSE,NA,68,120,4048,FALSE,TRUE,FALSE,c(611536.249228175, 5040395.66363849),FALSE,FALSE,85
"566","ab-31856281","2 BR apt, w/private rooftop terrace, heart of MTL","Entire home/apt",2019-02-04,2019-05-23,31856281,237107097,NA,NA,24663347,FALSE,NA,62,108,4946,FALSE,TRUE,FALSE,c(611652.105586109, 5041130.08430222),FALSE,FALSE,85
"567","ab-31856523","Cozy 3 bedroom 2 bath in the Mile end","Entire home/apt",2019-02-04,2019-05-04,31856523,28047654,NA,NA,24661369,FALSE,NA,55,120,5018,FALSE,TRUE,FALSE,c(608968.511318701, 5042334.21117416),FALSE,FALSE,85
"568","ab-31864146","1400 sqf, sleeps 8, heart of MTL, with balcony","Entire home/apt",2019-02-04,2019-05-24,31864146,237107097,NA,NA,24663346,FALSE,NA,56,102,4721,FALSE,TRUE,TRUE,c(611684.712251663, 5041141.77809837),FALSE,TRUE,85
"569","ab-31897559","**THE SNUG COCOON**VERY CENTRAL**DOWNTOWN MONTREAL","Entire home/apt",2019-02-04,2019-05-23,31897559,238276659,NA,NA,24661280,FALSE,NA,45,86,1374,FALSE,FALSE,FALSE,c(611415.187068259, 5040304.60684602),FALSE,TRUE,85
"570","ab-31910715","Magnifique Condo  à louer au pied du mont Royal.","Entire home/apt",2019-02-02,2019-02-09,31910715,239226768,NA,NA,24661422,FALSE,NA,40,90,2229,FALSE,FALSE,FALSE,c(610387.231635587, 5041561.03050574),FALSE,TRUE,87
"571","ab-31919872","2 BR LOFT DTOWN MTL + PARKING","Entire home/apt",2019-02-25,2019-04-22,31919872,12954332,NA,NA,24663347,FALSE,NA,42,81,5997,FALSE,TRUE,TRUE,c(611684.021450513, 5041005.07339684),FALSE,TRUE,64
"572","ab-31958907","Stylish Studio near Downtown Montreal","Entire home/apt",2019-01-31,2019-05-21,31958907,239621195,NA,NA,24661848,FALSE,NA,67,120,4097,FALSE,FALSE,FALSE,c(612104.931371612, 5041891.63996223),FALSE,TRUE,89
"573","ab-31959898","Lovely apartment | Charmant logement","Entire home/apt",2019-02-11,2019-04-30,31959898,130303992,NA,NA,24661889,FALSE,NA,50,81,1407,FALSE,TRUE,TRUE,c(612036.781962495, 5042645.01133081),FALSE,TRUE,78
"574","ab-32014394","Renovated, Open Concept, Furnished, parclafontaine","Entire home/apt",2019-01-31,2019-01-31,32014394,10548195,NA,NA,24661883,FALSE,NA,0,119,0,FALSE,FALSE,FALSE,c(612175.966833539, 5042329.35122635),FALSE,TRUE,89
"575","ab-32018152","Aux Milles Cactus","Entire home/apt",2019-01-31,2019-05-21,32018152,45657470,NA,NA,24662114,FALSE,NA,80,90,2710,FALSE,FALSE,FALSE,c(611837.420500558, 5040639.95977415),FALSE,TRUE,89
"576","ab-32025870","The Main St-Laurent by Liv MTL - 304","Entire home/apt",2019-03-18,2019-05-21,32025870,73995257,NA,NA,24663347,FALSE,NA,21,60,2507,FALSE,TRUE,FALSE,c(611484.236967445, 5041123.76397339),FALSE,FALSE,43
"577","ab-32025918","The Main St-Laurent by Liv MTL - 306","Entire home/apt",2019-03-18,2019-05-21,32025918,73995257,NA,NA,24663348,FALSE,NA,16,60,1824,FALSE,TRUE,FALSE,c(611570.923615654, 5040994.16984765),FALSE,FALSE,43
"578","ab-32025949","The Main St-Laurent by Liv MTL - 307","Entire home/apt",2019-03-18,2019-05-21,32025949,73995257,NA,NA,24663347,FALSE,NA,13,60,1787,FALSE,TRUE,FALSE,c(611581.276504831, 5041158.82934456),FALSE,FALSE,43
"579","ab-32050421","Cozy & stylish 1 bedroom flat adjacent to the mtn","Entire home/apt",2019-02-02,2019-02-09,32050421,8936793,NA,NA,24661424,FALSE,NA,0,119,0,FALSE,TRUE,TRUE,c(610394.482448486, 5041977.92515606),FALSE,TRUE,87
"580","ab-32065360","Plateau / Superbe chambre + sdb privées !!","Private room",2019-02-11,2019-05-22,32065360,150582720,NA,NA,24661810,FALSE,NA,56,89,2522,FALSE,FALSE,FALSE,c(611660.049319394, 5043754.05869646),FALSE,TRUE,78
"581","ab-32084268","Chaleureux petit 3 1/2 sur le Plateau Mont-Royal","Entire home/apt",2019-02-03,2019-05-13,32084268,163735522,NA,NA,24661797,FALSE,NA,52,90,1048,FALSE,TRUE,FALSE,c(611969.595717415, 5042951.64797246),FALSE,FALSE,86
"582","ab-32105879","Beautiful 2 room appartement in downtown Montreal","Entire home/apt",2019-03-05,2019-05-23,32105879,16639648,NA,NA,24663349,FALSE,NA,30,57,5288,FALSE,FALSE,FALSE,c(611711.825758987, 5040847.76111868),FALSE,TRUE,56
"583","ab-32107263","Chambre cosy entre Plateau Mont-Royal et Mile-End","Private room",2019-02-06,2019-05-20,32107263,11224275,NA,NA,24661945,FALSE,NA,60,87,1554,FALSE,FALSE,FALSE,c(610961.7940802, 5041374.54651447),FALSE,TRUE,83
"584","ab-32107264","★ NEW - downtown - 5 min from metro ★ - 63","Entire home/apt",2019-02-25,2019-05-24,32107264,66055808,NA,NA,24661903,FALSE,NA,24,77,1440,FALSE,TRUE,FALSE,c(610742.982120205, 5042748.71084153),FALSE,FALSE,64
"585","ab-32124960","Luxury Mansion in the heart of Downtown","Entire home/apt",2019-02-25,2019-05-23,32124960,7399480,NA,NA,24661262,FALSE,NA,23,89,37462,FALSE,TRUE,TRUE,c(611811.396171327, 5041004.00898008),FALSE,TRUE,64
"586","ab-32126987","LUXURY Modern Prime Suite! Outremont - Brand New","Entire home/apt",2019-02-25,2019-05-23,32126987,241031971,NA,NA,24661366,FALSE,NA,40,78,2194,FALSE,FALSE,FALSE,c(608670.55509074, 5041993.42535994),FALSE,TRUE,64
"587","ab-32147424","The Main St-Laurent by Liv MTL - 305","Entire home/apt",2019-03-18,2019-05-21,32147424,73995257,NA,NA,24663346,FALSE,NA,18,57,2669,FALSE,TRUE,FALSE,c(611453.733734104, 5041037.65024988),FALSE,FALSE,43
"588","ab-32148684","The Main St-Laurent by Liv MTL - 302","Entire home/apt",2019-03-18,2019-05-21,32148684,73995257,NA,NA,24663350,FALSE,NA,16,60,2007,FALSE,TRUE,FALSE,c(611612.488843532, 5041029.36032775),FALSE,FALSE,43
"589","ab-32150327","Charming room in a very charming neighborhood!","Shared room",2019-02-08,2019-02-26,32150327,175669933,NA,NA,24661845,FALSE,NA,22,89,286,FALSE,FALSE,FALSE,c(611725.052182568, 5042034.88781894),FALSE,TRUE,81
"590","ab-32154850","The Main St-Laurent by Liv MTL - 301","Entire home/apt",2019-03-18,2019-05-21,32154850,73995257,NA,NA,24661269,FALSE,NA,18,60,2191,FALSE,TRUE,FALSE,c(611567.493400217, 5041055.2313994),FALSE,FALSE,43
"591","ab-32155441","The Main St-Laurent by Liv MTL - 201","Entire home/apt",2019-03-18,2019-05-21,32155441,73995257,NA,NA,24663347,FALSE,NA,33,60,3553,FALSE,TRUE,FALSE,c(611573.56407071, 5041065.34127253),FALSE,FALSE,43
"592","ab-32155589","The Main St-Laurent by Liv MTL - 202","Entire home/apt",2019-03-18,2019-05-21,32155589,73995257,NA,NA,24663349,FALSE,NA,5,60,606,FALSE,TRUE,FALSE,c(611579.505917691, 5041038.77531217),FALSE,FALSE,43
"593","ab-32156621","The Main St-Laurent by Liv MTL - 204","Entire home/apt",2019-03-18,2019-05-21,32156621,73995257,NA,NA,24663346,FALSE,NA,6,60,766,FALSE,TRUE,FALSE,c(611488.953882257, 5041166.07795702),FALSE,FALSE,43
"594","ab-32156880","The Main St-Laurent by Liv MTL - 207","Entire home/apt",2019-03-18,2019-05-21,32156880,73995257,NA,NA,24663347,FALSE,NA,10,60,1285,FALSE,TRUE,FALSE,c(611614.021544031, 5041162.74599619),FALSE,FALSE,43
"595","ab-32162716","Super bel appartement confortable et bien situé.","Entire home/apt",2019-04-17,2019-05-22,32162716,166245013,NA,NA,24661432,FALSE,NA,0,22,0,FALSE,FALSE,FALSE,c(609907.103362318, 5041551.56346954),FALSE,TRUE,13
"596","ab-32174207","Charming room 2 queen beds  charming neighborhood!","Private room",2019-02-25,2019-03-01,32174207,175669933,NA,NA,24661846,FALSE,NA,17,72,267,FALSE,TRUE,FALSE,c(611797.578936897, 5041822.80672261),FALSE,TRUE,64
"597","ab-32180649","Chambre dans Spa house","Private room",2019-02-25,2019-05-23,32180649,1863423,NA,NA,24661826,FALSE,NA,6,76,380,FALSE,FALSE,FALSE,c(610451.880851318, 5043089.19394973),FALSE,TRUE,64
"598","ab-32188257","Beautiful Studio/Perfect location","Entire home/apt",2019-02-09,2019-05-24,32188257,2345753,NA,NA,24661844,FALSE,NA,56,82,3454,FALSE,FALSE,FALSE,c(611556.179641831, 5041998.54114546),FALSE,TRUE,80
"599","ab-32190249","Affordable room close to vibrant St Laurent","Private room",2019-02-25,2019-05-22,32190249,241540627,NA,NA,24663347,FALSE,NA,66,89,1286,FALSE,FALSE,FALSE,c(611371.058586988, 5041029.51365015),FALSE,TRUE,64
"600","ab-32203523","Saint-Denis Room II - In the heart of Montreal","Private room",2019-02-25,2019-05-23,32203523,217970411,NA,NA,24663344,TRUE,500017040,14,80,909,FALSE,TRUE,FALSE,c(611724.906985783, 5041429.21484871),TRUE,TRUE,64
"601","ab-32210258","Zen Temple Loft Space in the Heart of","Private room",2019-03-18,2019-05-21,32210258,29632296,NA,NA,24663350,FALSE,NA,3,61,135,FALSE,FALSE,FALSE,c(611902.032853742, 5041178.99169266),FALSE,TRUE,43
"602","ab-32214133","ENTIRE TRIPLEX PLATEAU!","Entire home/apt",2019-02-26,2019-05-24,32214133,229505184,NA,NA,24661958,FALSE,NA,13,84,27266,FALSE,TRUE,FALSE,c(610873.336816008, 5041428.54771742),FALSE,FALSE,63
"603","ab-32225477","Old-Fashioned 1BR in Downtown Montreal","Entire home/apt",2019-02-25,2019-03-26,32225477,152249282,NA,NA,24661280,FALSE,NA,32,71,1110,FALSE,TRUE,FALSE,c(611390.296440811, 5040254.15554808),FALSE,FALSE,64
"604","ab-32238156","Petit, confortable et incroyablement bien situé!","Entire home/apt",2019-02-25,2019-05-23,32238156,223480729,NA,NA,24661961,FALSE,NA,55,86,4541,FALSE,FALSE,FALSE,c(610702.176523643, 5041166.5874744),FALSE,TRUE,64
"605","ab-32245104","Mont-Royal Prime Location MONTREAL Liv MTL - 201","Entire home/apt",2019-04-01,2019-05-21,32245104,73995257,NA,NA,24661900,FALSE,NA,23,61,2458,FALSE,TRUE,FALSE,c(611098.823057054, 5042723.89075959),FALSE,FALSE,29
"606","ab-32245276","Mont-Royal Top location MONTREAL by Liv MTL - 301","Entire home/apt",2019-04-01,2019-05-21,32245276,73995257,NA,NA,24661903,FALSE,NA,14,61,1542,FALSE,TRUE,FALSE,c(610998.099626226, 5042809.90057086),FALSE,FALSE,29
"607","ab-32245411","Mont-Royal Prime Location MONTREAL Liv MTL - 302","Entire home/apt",2019-03-18,2019-05-21,32245411,73995257,NA,NA,24661900,FALSE,NA,11,60,1234,FALSE,TRUE,FALSE,c(611048.677284517, 5042688.55127466),FALSE,FALSE,43
"608","ab-32245516","The CH Bachelor & Bachelorette Party By LIV MTL -3","Entire home/apt",2019-03-18,2019-05-21,32245516,73995257,NA,NA,24661900,FALSE,NA,7,56,1580,FALSE,TRUE,FALSE,c(611013.689628891, 5042723.49375439),FALSE,FALSE,43
"609","ab-32258023","Cosy and bright room in the Mile-End","Private room",2019-02-25,2019-05-23,32258023,45905653,NA,NA,24662111,FALSE,NA,37,86,896,FALSE,FALSE,FALSE,c(609463.604397381, 5041492.68560665),FALSE,TRUE,64
"610","ab-32287452","Bright Centrally Located 3 Bedroom + Large Balcony","Entire home/apt",2019-03-05,2019-04-18,32287452,5627669,NA,NA,24663347,FALSE,NA,0,61,0,FALSE,TRUE,FALSE,c(611594.43544745, 5041077.93713563),FALSE,FALSE,56
"611","ab-32311400","Chambre privée centre ville - Private room dowton","Private room",2019-02-25,2019-05-23,32311400,242560216,NA,NA,24661849,FALSE,NA,66,89,1894,FALSE,FALSE,FALSE,c(611965.284574299, 5041924.70701945),FALSE,TRUE,64
"612","ab-32330092","Peaceful apartment in the Mile End","Private room",2019-02-26,2019-04-03,32330092,225856602,NA,NA,24661370,FALSE,NA,4,89,92,FALSE,FALSE,FALSE,c(608679.828897204, 5042404.76862907),FALSE,TRUE,63
"613","ab-32330894","Cozy room on the plateau next to Laurier station","Private room",2019-02-26,2019-02-26,32330894,38774668,NA,NA,24661833,FALSE,NA,18,68,486,FALSE,FALSE,FALSE,c(610389.362259208, 5042470.20106044),FALSE,TRUE,63
"614","ab-32336123","Stunning Penthouse with Breathtaking views!","Entire home/apt",2019-02-26,2019-04-23,32336123,38459934,NA,NA,24661283,FALSE,NA,1,88,156,FALSE,TRUE,FALSE,c(611650.109346533, 5040364.3496265),FALSE,FALSE,63
"615","ab-32338424","Charming Ultra chic 1 BR apartment in Art Mile-End","Entire home/apt",2019-02-26,2019-05-24,32338424,161088634,NA,NA,24661367,FALSE,NA,30,87,4182,FALSE,TRUE,FALSE,c(608906.466389079, 5042128.6527937),FALSE,FALSE,63
"616","ab-32351410","Magnifique 5 1/2 au coeur du quartier Rosemont","Entire home/apt",2019-02-26,2019-04-19,32351410,189842117,NA,NA,24661966,FALSE,NA,4,89,748,FALSE,FALSE,FALSE,c(609889.76344224, 5043342.69433638),FALSE,TRUE,63
"617","ab-32353165","Luxury Two Bedroom Suite Garden View + PARKING!","Entire home/apt",2019-02-26,2019-03-05,32353165,106851214,NA,NA,24661283,FALSE,NA,12,77,1744,FALSE,FALSE,FALSE,c(611738.005884678, 5040211.44132198),FALSE,TRUE,63
"618","ab-32365908","407 In the heart of Montreal very nice location","Entire home/apt",2019-02-26,2019-05-24,32365908,114336380,NA,NA,24661834,FALSE,NA,19,65,570,FALSE,TRUE,FALSE,c(610447.124952789, 5042117.82032302),FALSE,FALSE,63
"619","ab-32400364","MODERN APARTMENT - CLOSE TO MT ROYAL STATION AND LA FONTAINE PARK","Entire home/apt",2019-02-26,2019-05-24,32400364,243292930,NA,NA,24661816,FALSE,NA,33,77,1725,FALSE,FALSE,FALSE,c(611180.857248519, 5043163.20562986),FALSE,TRUE,63
"620","ab-32417350","Jazz one in the square saint louis","Entire home/apt",2019-02-26,2019-03-23,32417350,243454903,NA,NA,24663344,FALSE,NA,26,79,1133,FALSE,FALSE,FALSE,c(611745.308558979, 5041599.61056159),FALSE,TRUE,63
"621","ab-32419264","Donjon Le Cachot","Entire home/apt",2019-02-26,2019-05-24,32419264,240828906,NA,NA,24662024,FALSE,NA,14,88,843,FALSE,FALSE,FALSE,c(611010.006276965, 5044298.16998414),FALSE,TRUE,63
"622","ab-32449074","Apartment downtown Montreal","Entire home/apt",2019-03-05,2019-03-19,32449074,159690008,NA,NA,24661278,FALSE,NA,7,61,364,FALSE,FALSE,FALSE,c(611085.485709887, 5040389.8875566),FALSE,TRUE,56
"623","ab-32477489","Basic bed1 in triplex home Parc Lafontaine Plateau","Shared room",2019-02-25,2019-05-16,32477489,243529255,NA,NA,24661798,FALSE,NA,17,89,260,FALSE,FALSE,FALSE,c(612016.504267674, 5043211.4251175),FALSE,TRUE,64
"624","ab-32497652","4 bedrooms 2 baths Balcony facing Parc Mont-Royal","Entire home/apt",2019-02-25,2019-05-07,32497652,124842459,NA,NA,24661417,FALSE,NA,0,89,0,FALSE,TRUE,FALSE,c(610167.117148125, 5041292.74537438),FALSE,FALSE,64
"625","ab-32516559","Breathtaking Mile End Apartment View Mont Royal","Entire home/apt",2019-03-05,2019-03-13,32516559,187855627,NA,NA,24661383,FALSE,NA,24,60,4220,FALSE,TRUE,TRUE,c(609358.240901668, 5041889.80652886),FALSE,TRUE,56
"626","ab-32519695","Quartier des spectacles #204 Two floors","Entire home/apt",2019-03-11,2019-05-21,32519695,244166515,"7640261",NA,24661269,TRUE,378072850,34,52,2144,FALSE,TRUE,FALSE,c(611518.027704254, 5040981.00456215),FALSE,TRUE,50
"627","ab-32526714","Loftellerie Mile End - 203","Entire home/apt",2019-03-05,2019-05-23,32526714,244417645,NA,NA,24661434,FALSE,NA,1,60,134,FALSE,TRUE,FALSE,c(609878.444820781, 5042027.81346938),FALSE,FALSE,56
"628","ab-32540987","Loftellerie Mile End - 204","Entire home/apt",2019-03-05,2019-05-23,32540987,244417645,NA,NA,24661429,FALSE,NA,0,61,0,FALSE,TRUE,FALSE,c(609843.754745427, 5042090.55032518),FALSE,FALSE,56
"629","ab-32542127","Loftellerie Mile End - 202","Entire home/apt",2019-03-05,2019-05-24,32542127,244417645,NA,NA,24661433,FALSE,NA,1,60,104,FALSE,TRUE,FALSE,c(609872.045829288, 5042125.49670324),FALSE,FALSE,56
"630","ab-32542339","Loftellerie Mile End - 201","Entire home/apt",2019-03-05,2019-05-23,32542339,244417645,NA,NA,24661430,FALSE,NA,17,61,2198,FALSE,TRUE,FALSE,c(609877.601158954, 5041942.22774032),FALSE,FALSE,56
"631","ab-32544939","Quartier des spectacles #301- 1.5 bedroom","Entire home/apt",2019-03-11,2019-05-21,32544939,244166515,"7640265",NA,24663347,TRUE,378072850,37,61,2216,FALSE,TRUE,FALSE,c(611476.151902474, 5041226.97294245),FALSE,TRUE,50
"632","ab-32545559","Quartier des spectacles #303 -1.5 Bedroom","Entire home/apt",2019-03-11,2019-05-21,32545559,244166515,"7640258",NA,24661269,TRUE,378072850,42,61,2394,FALSE,TRUE,FALSE,c(611620.675246453, 5041008.39094523),FALSE,TRUE,50
"633","ab-32548455","Quartier des spectacles #304 -Studio apartment","Entire home/apt",2019-03-11,2019-05-21,32548455,244166515,"7640256",NA,24661269,TRUE,378072850,37,58,2052,FALSE,TRUE,FALSE,c(611595.285484748, 5041030.16551245),FALSE,TRUE,50
"634","ab-32548564","Quartier des spectacles #305- Studio Apartment","Entire home/apt",2019-03-11,2019-05-21,32548564,244166515,"7640255",NA,24663347,TRUE,378072850,39,61,2093,FALSE,TRUE,FALSE,c(611473.300000536, 5041035.77535817),FALSE,TRUE,50
"635","ab-32549253","Bright Studio Loft in the Heart of the Plateau","Entire home/apt",2019-03-05,2019-05-23,32549253,13282475,NA,NA,24661838,FALSE,NA,11,61,572,FALSE,FALSE,FALSE,c(611049.276947225, 5042037.32907007),FALSE,TRUE,56
"636","ab-32551480","Séjour en plein coeur du Plateau - Montréal","Entire home/apt",2019-04-19,2019-05-24,32551480,89331031,NA,NA,24661835,FALSE,NA,9,30,647,FALSE,FALSE,FALSE,c(610628.798426286, 5042269.93977406),FALSE,TRUE,11
"637","ab-32571527","Cute Hip Mile End Home","Private room",2019-03-04,2019-03-25,32571527,5797125,NA,NA,24661376,FALSE,NA,22,62,512,FALSE,FALSE,FALSE,c(609448.577551617, 5042219.21881502),FALSE,TRUE,57
"638","ab-32578003","Haines Apartments","Entire home/apt",2019-03-05,2019-04-07,32578003,61845834,NA,NA,24661814,FALSE,NA,1,61,226,FALSE,FALSE,FALSE,c(611239.030060371, 5043582.09488099),FALSE,TRUE,56
